"bldgKey","officialName","primaryDisplay","assetNumber","facilitiesCode","ucdhsBldgNum","location","affiliation","category","primaryUse","address","city","county","state","zip","countryCode","addressCode","latitude","longitude","occupied","onOffCampus","cefaName","cefaFireResistConsTypCd","planning","condition","defaultOMPElig","ompEligMethod","ownership","floors","height","footprint","perimeter","basicGross","cuGross","circulation","custodial","mechanical","parking","toilet","nasf","asf","spaceCount","netUsable","structural","outsideGross","relatedGross","maintainedGross","janitorized","constructed","renovated","vacated","demolished","ompEligSummary"
"DV-01-000867","Germplasm Laboratory","Germplasm Laboratory","4514","Q053",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","3201 Straloch Road","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53566,-121.79251,"1981-01-01","ON-CAMPUS","GRMPLSM LAB","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","NX - Not Owned, Other Charge",1,14,3000,NA,3000,0,326,0,66,0,417,809,1957,9,2766,234,3000,3000,3000,2766,"1981-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000868","Germplasm Headhouse","Germplasm Headhouse","4515","Q054",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","3205 Straloch Road","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53605,-121.79258,"1981-01-01","ON-CAMPUS","GRMPLSM HDHS","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","NX - Not Owned, Other Charge",1,14,4000,NA,1000,3000,0,0,0,0,0,0,3879,2,3879,-2879,4000,2500,2500,3879,"1981-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000869","Germplasm Lath House","Germplasm Lath House","4516","Q055",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","3183 Straloch Road","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53637,-121.79228,"1981-01-01","ON-CAMPUS","GRMPLSM LATH","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","NX - Not Owned, Other Charge",1,14,1640,NA,0,1640,0,0,0,0,0,0,1500,1,1500,-1500,1640,820,820,1500,"1981-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000870","Germplasm Screenhouse #1","Germplasm Screenhouse #1","4517","Q056",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","3187 Straloch Road","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53649,-121.79227,"1981-01-01","ON-CAMPUS","GRMPLSM SCR1","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","NX - Not Owned, Other Charge",1,11,1200,NA,0,1200,0,0,0,0,0,0,1165,1,1165,-1165,1200,600,600,1165,"1981-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000872","Germplasm Greenhouse A","Germplasm Greenhouse A","4510","Q057",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","3209 Straloch Road","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53636,-121.79261,"1981-01-01","ON-CAMPUS","GRMPLSM GH A","4 - Incombustible Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","NX - Not Owned, Other Charge",1,15,600,NA,600,0,0,0,0,0,0,0,540,1,540,60,600,600,600,540,"1981-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000873","Germplasm Greenhouse C","Germplasm Greenhouse C","4512","Q059",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","3213 Straloch Road","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53646,-121.79261,"1981-01-01","ON-CAMPUS","GRMPLSM GH C","4 - Incombustible Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","NX - Not Owned, Other Charge",1,15,600,NA,600,0,0,0,0,0,0,0,540,1,540,60,600,600,600,540,"1981-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000874","Germplasm Soil Storage","Germplasm Soil Storage","4518","Q061",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","UNK - Unclassified","3231 Straloch Road","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",NA,NA,"1981-01-01","ON-CAMPUS","GRMPLSM SOIL","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","NX - Not Owned, Other Charge",1,14,900,NA,0,900,0,0,0,0,0,0,850,1,850,-850,900,450,450,850,"1981-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000884","Center for Health & Environment Storage","Center for Health & Environment Storage","4521","H300",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","STR - Storage","1268 Old Davis Road","Davis","Solano","CA","95616-5270","USA","CORE CAMPUS",38.5198,-121.75551,"1982-01-01","ON-CAMPUS","STORAGE","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,14,3200,NA,3200,0,0,0,0,0,0,0,3081,1,3081,119,3200,3200,3200,3081,"1982-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000885","Plant Pathology Equipment Shelter","Plant Pathology Equipment Shelter [J]","4541","J042",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPC - Special Use","1149 Old Davis Road","Davis","Solano","CA","95616-5270","USA","CORE CAMPUS",38.5222,-121.75786,"1982-01-01","ON-CAMPUS","PLT EQ SHLTR","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","NX - Not Owned, Other Charge",1,NA,460,NA,0,460,0,0,0,0,0,0,410,1,410,-410,460,230,230,410,"1982-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000886","Aquatic Weed Greenhouse #2","Aquatic Weed Greenhouse #2","4506","N054",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPC - Special Use","2715 Levee Road","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.5246,-121.78455,"1982-01-01","ON-CAMPUS","AQ WEED GH 2","5 - Wood Frame","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","X100 - OMP 100% Other Funding","NX - Not Owned, Other Charge",1,NA,755,NA,755,0,0,0,0,0,0,0,691,1,691,64,755,755,755,691,"1982-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 0.0% / Fees 0.0% / Other 100.0%"
"DV-01-000887","Aquatic Weed Computer Laboratory","Aquatic Weed Computer Laboratory","4532","N056",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","2725 Levee Road","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.52436,-121.78467,"1982-01-01","ON-CAMPUS","AQ WEED CMPU","5 - Wood Frame","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","X100 - OMP 100% Other Funding","NX - Not Owned, Other Charge",1,NA,160,NA,1440,0,0,0,0,0,0,0,931,3,931,509,1440,1440,1440,931,"1982-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 0.0% / Fees 0.0% / Other 100.0%"
"DV-01-000901","Center for Health & Environment Toxic Pollutant Laboratory","Center for Health & Environment Toxic Pollutant Laboratory","4477","H299",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","512 Feline Road","Davis","Solano","CA","95616-5270","USA","CORE CAMPUS",38.5197,-121.75451,"1983-01-01","ON-CAMPUS","TOX POL LAB","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","NX - Not Owned, Other Charge",2,29,10073,NA,18200,632,1014,54,1484,0,57,2609,5758,29,8367,9833,18832,18516,18516,8367,"1982-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000903","Poultry Housing X","Poultry House X","4524","Q063",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","665 Hopkins Road","Davis","Yolo","CA","95616-5270","USA","565 OXFORD CIR",38.5308,-121.79197,"1984-01-01","ON-CAMPUS","POULTRY HS X","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,16,3366,NA,2682,684,0,0,0,0,0,0,2520,4,2520,162,3366,3024,3024,2520,"1983-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000904","Vet Med Genetics Trailer A","Vet Med Genetics Trailer A","4534","H048",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","UNK - Unclassified","972 Old Davis Road","Davis","Solano","CA","95616-5270","USA","CORE CAMPUS",38.52524,-121.75552,"1984-01-01","ON-CAMPUS","SVM GEN TR A","4 - Incombustible Frame","R - Relocatable","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,NA,1050,NA,668,382,4,0,0,0,0,4,616,4,620,48,1050,859,859,620,"1984-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000905","Vet Med Genetics Trailer B","Vet Med Genetics Trailer B","4535","H049",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","UNK - Unclassified","978 Old Davis Road","Davis","Solano","CA","95616-5270","USA","CORE CAMPUS",38.52518,-121.75538,"1984-01-01","ON-CAMPUS","SVM GEN TR B","4 - Incombustible Frame","R - Relocatable","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,NA,1050,NA,668,382,4,0,0,0,0,4,616,2,620,48,1050,859,859,620,"1984-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000906","Vet Med Genetics Trailer C","Vet Med Genetics Trailer C","4536","H050",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","974 Old Davis Road","Davis","Solano","CA","95616-5270","USA","CORE CAMPUS",38.52518,-121.75552,"1984-01-01","ON-CAMPUS","SVM GEN TR C","4 - Incombustible Frame","R - Relocatable","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,NA,1050,NA,668,382,4,0,0,0,0,4,616,2,620,48,1050,859,859,620,"1984-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000914","Tercero Trailer D","Tercero Trailer D","4554","E140",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","OFF - Academic / Administrative Office","621 Tercero Hall Circle","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53812,-121.75695,"1985-01-01","ON-CAMPUS","TERCERO TR D","5 - Wood Frame","R - Relocatable","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,NA,400,NA,400,0,0,0,0,0,0,0,356,3,356,44,400,400,400,356,"1985-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000915","Germplasm Screenhouse #2","Germplasm Screenhouse #2","4559","Q064",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","3167 Straloch Road","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53637,-121.79208,"1985-01-01","ON-CAMPUS","GRMPLSM SCR2","4 - Incombustible Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","NX - Not Owned, Other Charge",1,NA,1200,NA,0,1200,0,0,0,0,0,0,1165,1,1165,-1165,1200,600,600,1165,"1985-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000916","Germplasm Screenhouse #3","Germplasm Screenhouse #3","4560","Q065",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","3171 Straloch Road","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53649,-121.79207,"1985-01-01","ON-CAMPUS","GRMPLSM SCR3","4 - Incombustible Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","NX - Not Owned, Other Charge",1,NA,1200,NA,0,1200,0,0,0,0,0,0,1165,1,1165,-1165,1200,600,600,1165,"1985-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000917","Vet Med Central Services Trailer","Vet Med Central Services Trailer","4561","D040",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","OFF - Academic / Administrative Office","426 Storer Mall","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.54001,-121.75314,"1985-01-01","ON-CAMPUS","VM CENTSV TR","5 - Wood Frame","R - Relocatable","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,13,1407,NA,1407,0,0,0,0,0,0,0,1297,6,1297,110,1407,1407,1407,1297,"1985-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000918","Frank G. Parsons Seed Certification Center","Parsons Seed Certification Center","4548","B061",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPC - Special Use","322 Tennis Court Lane","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.54344,-121.75107,"1985-01-01","ON-CAMPUS","PARSONS","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",2,32,10975,NA,7180,0,1212,0,158,0,226,1596,4748,17,6344,836,7180,7180,7180,6344,"1984-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000919","VMTH Equipment Trailer","VMTH Equipment Trailer","4552","G062",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","THO - Teaching Hospital / Clinic","1343 Garrod Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",NA,NA,"1985-01-01","ON-CAMPUS","VMTH EQ TRLR","5 - Wood Frame","R - Relocatable","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,13,720,NA,720,0,0,0,0,0,0,0,652,3,652,68,720,720,720,652,"1985-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000922","Arboretum Lath House","Arboretum Lath House","4562","E150",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPC - Special Use","462 La Rue Road","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53377,-121.75335,"1985-01-01","ON-CAMPUS","ARBORTM LATH","4 - Incombustible Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,NA,1527,NA,0,1527,0,0,0,0,0,0,1487,1,1487,-1487,1527,764,764,1487,"1985-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000924","Internal Audit Trailer","Internal Audit Trailer","4563","F158",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","OFF - Academic / Administrative Office","1090 Orchard Road","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.54354,-121.76306,"1985-01-01","ON-CAMPUS","INT AUD TRLR","4 - Incombustible Frame","R - Relocatable","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,NA,2160,NA,2160,0,0,0,0,0,100,100,1863,12,1963,197,2160,2160,2160,1963,"1985-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000926","Unitrans Maintenance Facility","Unitrans Maintenance Facility","4547","G063",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPT - Support","800 Garrod Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53234,-121.75982,"1986-01-01","ON-CAMPUS","UNITRANS MNT","4 - Incombustible Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,34,6638,NA,6012,1252,123,0,87,0,163,373,5321,11,5694,318,7264,6638,6638,5694,"1986-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000933","1050 Extension Center Drive Trailer","1050 Extension Center Drive","4568","G065",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","GEN - General Academic / Administrative Use","1050 Extension Center Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53891,-121.76282,"1986-01-01","ON-CAMPUS","1050 EXT CNT","5 - Wood Frame","R - Relocatable","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,13,4180,NA,4180,0,0,0,0,0,114,114,3580,20,3694,486,4180,4180,4180,3694,"1986-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000936","Temporary Classrooms 2 & 3","Temporary Classrooms 2 & 3","4572","E149",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","CLS - Classroom","405 Meyer Hall Bikeway","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53542,-121.75398,"1986-01-01","ON-CAMPUS","TEMP CLSRM 2","5 - Wood Frame","I - Interim","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,NA,2176,NA,2160,0,0,0,0,0,0,0,2025,4,2025,135,2160,2160,2160,2025,"1986-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000943","Emerson Hall","Emerson Hall","9524","O004",NA,"03 - Davis","C - General Campus & Health Sciences","R - Residential","STH - Student Housing","565 Oxford Circle","Davis","Yolo","CA","95616","USA","565 OXFORD CIR",38.54765,-121.76364,"1986-01-01","OFF-CAMPUS","EMERSON","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",3,NA,18024,NA,114950,7023,7837,0,0,0,762,8599,81868,110,90467,24483,121973,118462,118462,90467,"1969-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 0.0% / Fees 0.0% / Other 100.0%"
"DV-01-000944","Webster Hall","Webster Hall","9525","O005",NA,"03 - Davis","C - General Campus & Health Sciences","R - Residential","STH - Student Housing","541 Oxford Circle","Davis","Yolo","CA","95616","USA","541 OXFORD CIR",38.54687,-121.76324,"1986-01-01","OFF-CAMPUS","WEBSTER","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",2,28,13279,NA,48329,7209,994,0,0,0,0,994,48421,59,49415,-1086,55538,51934,51934,49415,"1986-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 0.0% / Fees 0.0% / Other 100.0%"
"DV-01-000945","Cuarto Dining Commons","Cuarto Dining Commons","9526","O006",NA,"03 - Davis","C - General Campus & Health Sciences","R - Residential","STH - Student Housing","550 Oxford Circle","Davis","Yolo","CA","95616","USA","550 OXFORD CIRCLE DR",38.54728,-121.76314,"1986-01-01","OFF-CAMPUS","CUARTO CMNS","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",2,24,12138,NA,17157,721,3283,97,143,0,281,3804,13229,21,17033,124,17878,17518,17518,17033,"1969-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 0.0% / Fees 0.0% / Other 100.0%"
"DV-01-000949","Vet Med Genetics Trailer D","Vet Med Genetics Trailer D","4577","H052",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","UNK - Unclassified","976 Old Davis Road","Davis","Solano","CA","95616-5270","USA","CORE CAMPUS",38.52512,-121.75553,"1987-01-01","ON-CAMPUS","SVM GEN TR D","5 - Wood Frame","R - Relocatable","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,NA,720,NA,720,0,0,0,0,0,0,0,645,4,645,75,720,720,720,645,"1987-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000950","Primate Butler Building Animal","Primate Butler Building Animal","4582","S026",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","4370 Simian Lane","Davis","Yolo","CA","95616-5270","USA","COUNTY ROAD 98",38.53834,-121.80846,"1987-01-01","ON-CAMPUS","PRIM BB ANML","4 - Incombustible Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,17,5000,NA,5146,0,0,0,0,0,0,0,4917,4,4917,229,5146,5146,5146,4917,"1987-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000955","James H. Meyer Hall","Meyer Hall","4556","E139",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","450 Bioletti Way","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53477,-121.75451,"1987-01-01","ON-CAMPUS","MEYER","1 - Fire Resistive","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",6,73,36240,NA,212122,10761,39624,323,19400,0,3160,62507,121343,496,183850,28272,222883,217503,217503,183850,"1987-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 99.9% / Fees 0.0% / Other 0.1%"
"DV-01-000956","Guilbert House","Guilbert House","9530","B062",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","OFF - Academic / Administrative Office","112 A Street","Davis","Yolo","CA","95616-5270","USA","112 A ST",38.54137,-121.74615,"1987-01-01","ON-CAMPUS","GUILBERT HSE","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UF - UC Owned, No Cost to UC",1,NA,1316,NA,1184,132,37,10,0,0,18,65,1017,10,1082,102,1316,1250,1250,1082,"1987-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000957","Primate Medicine Office Building","Primate Medicine Office Building","4575","S038",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","182 North Colony Road","Davis","Yolo","CA","95616-5270","USA","COUNTY ROAD 98",38.54078,-121.80499,"1987-01-01","ON-CAMPUS","PRIM MED OFF","5 - Wood Frame","R - Relocatable","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,NA,2160,NA,2160,0,461,0,18,0,116,595,1319,12,1914,246,2160,2160,2160,1914,"1987-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000958","Facilities Electrical Annex","Facilities Electrical Annex","4576","E181",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPT - Support","641 La Rue Road","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",NA,NA,"1987-01-01","ON-CAMPUS","FAC ELEC ANX","5 - Wood Frame","R - Relocatable","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,NA,640,NA,640,0,64,0,0,0,100,164,413,3,577,63,640,640,640,577,"1987-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000959","Annual Fund Trailer","Annual Fund Trailer","4578","E151",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","OFF - Academic / Administrative Office","350 Bioletti Way","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53588,-121.75438,"1987-01-01","ON-CAMPUS","ANNL FUND TR","5 - Wood Frame","R - Relocatable","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,NA,22381,NA,2160,78,0,0,0,0,112,112,1889,4,2001,159,2238,2199,2199,2001,"1987-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 0.0% / Fees 0.0% / Other 100.0%"
"DV-01-000965","Bulk Mail Storage","Bulk Mail Storage","4580","L029",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","UNK - Unclassified","Core Campus","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",NA,NA,"1988-01-01","ON-CAMPUS","BULK MAIL ST","4 - Incombustible Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,11,900,NA,1950,0,0,0,0,0,0,0,1940,3,1940,10,1950,1950,1950,1940,"1988-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
